videoid,name,page_idx,page_dir,duration,contentUrl
100807,"a panoramic view of a large body of water, possibly a lake, at sunset with a sky in the background",,,,
100808,a blurry photo of a body of water under a cloudy sky at sunset on the beach,,,,
100809,an aerial view of a herd of horses standing on top of a grass covered field with a truck in the distance.,,,,
100810,"a group of horses standing on top of a grass covered field, including a blurry photo of two horses",,,,
100811,"a panoramic and aerial view of a beach and a desert at sunset, the view also includes a scene from a plane.",,,,
100812,a panoramic and aerial view of a large and vast expanse of water.,,,,
100813,"a wide open desert field with red flowers, a person standing in the middle of it.",,,,
100814,"a panoramic and aerial view of a beach and the ocean at sunset, where the sun is setting over a large body of water.",,,,
100815,"a herd of wild animals, including buffalo and cattle, standing and grazing on a snow covered field, also seen walking across the field.",,,,
100816,"a group of wild boars, a couple of other animals, and a herd of cattle in a snowy field with a tree in the middle, all interacting with the snow.",,,,
100817,"a panoramic view of a herd of horses and cattle across a snow covered field, with a snowboarder walking in the snow with a snowboard.",,,,
100818,a herd of horses and buffalo standing and walking across a snow covered field.,,,,
100819,"a 3D image of a snow covered mountain range under a bright blue sky, including the top of a snowy mountain.",,,,
100820,"an aerial view of a person on skis on a snow-covered mountain range, with the word airpano above it, against a sky background, as viewed from a plane",,,,
100821,"a panoramic view of a snow covered mountain range under a blue sky, including the top of a snowy mountain, as seen from an aerial perspective.",,,,
100822,"an aerial view of a city at night, the city including an airplane flying overhead and a body of water.",,,,
100823,a large group of fish and a shark swimming over a coral reef in the ocean,,,,
100824,"an underwater view of a large group of fish swimming over a coral reef, with the words airpano on it.",,,,
100825,"a man in a wet suit is diving in the ocean, where a large group of fish are swimming over a coral reef and another man is standing on top of a boat.",,,,
100826,"a panoramic view of a snow covered landscape, including a forest with trees and a mountain.",,,,
100827,a panoramic view of a snow covered forest under a cloudy sky,,,,
100828,"a panoramic view of a large group of trees and a field, both covered in snow, against a sky background.",,,,
100829,"a panoramic view of a snow covered field with a sunset in the background, the sky filled with clouds, and a beach view.",,,,
100830,"an aerial and panoramic view of a snowy landscape, including a frozen lake surrounded by a snow covered forest and trees.",,,,
100831,"a panoramic and aerial view of a river running through a lush green forest and field, including trees and clouds in the sky.",,,,
100832,"an aerial view of a lake at sunset, the lake surrounded by lots of trees under a blue sky",,,,
100833,a panoramic and aerial view of a snow covered forest,,,,
100834,"a man riding a snowboard down a snow covered field, the field with trees and a sky background, the snowboarder is going down a snowy hill.",,,,
100835,"a person on a snowboard in a snow covered park, the park including a snow covered slope, a couple of people standing in the snow, and a person walking through the park.",,,,
100836,a man riding skis and a snowboard down a snow covered slope.,,,,
100837,a panoramic and aerial view of a snow-covered mountain range and field.,,,,
100838,"a snowboarder is going down a snowy hill, holding his skis, with a pair of skis sitting on top of the snow covered slope and a person is flying a kite in the snow.",,,,
100839,"a snowboarder and a man riding skis going down a snow covered mountain, with a pair of skis sitting on top of the slope.",,,,
100840,"The output is: an aerial view of a sun shining over a snow-covered mountain range, with a person standing on top of the mountain, and another person on skis holding onto a parachute.",,,,
100841,"a person and a couple of people parasailing over a snow-covered mountain on a sunny day, with a pair of feet standing on top of the slope and a man riding skis down the slope.",,,,
